"churn","monthly_bill","gender","millenial","clanmembership","platformsince","avatar","internet_connect","extrapro_account","contract_length","customer_support","payment_type"
"No",90.15,"Female","Gen Z","Yes",27,"Yes","Fiber optic","Yes","Month-to-month","No","Bank transfer (automatic)"
"No",99.95,"Female","Gen Z","Yes",39,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",73.5,"Female","Gen Z","No",8,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",94,"Male","Millenial","No",2,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",19.6,"Female","Gen Z","Yes",4,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",113.35,"Female","Gen Z","Yes",64,"Yes","Fiber optic","Yes","One year","No","Electronic check"
"No",25.15,"Male","Gen Z","No",19,"No","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",19.55,"Male","Gen Z","No",11,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",70.15,"Female","Gen Z","No",13,"Yes","Fiber optic","No","Month-to-month","Yes","PrePaid"
"No",78.8,"Male","Gen Z","Yes",45,"Yes","DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",19.85,"Female","Gen Z","No",60,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",55,"Female","Gen Z","No",34,"Yes","DSL_16MB/S","No","One year","No","PrePaid"
"Yes",74.95,"Male","Gen Z","No",11,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"Yes",65.25,"Female","Gen Z","No",31,"Yes","DSL_16MB/S","Yes","Month-to-month","No","Credit card (automatic)"
"No",19.6,"Male","Gen Z","No",57,"Yes","Base DSL_16MB/S","No","Two year","Yes","PrePaid"
"No",90.1,"Male","Gen Z","Yes",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",103.6,"Female","Millenial","No",18,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"Yes",44.7,"Male","Gen Z","Yes",1,"Yes","DSL_16MB/S","No","Month-to-month","No","Credit card (automatic)"
"Yes",20.2,"Female","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",75.35,"Female","Gen Z","Yes",70,"Yes","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",59.1,"Female","Gen Z","Yes",69,"Yes","DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"Yes",110.35,"Female","Gen Z","Yes",54,"Yes","Fiber optic","Yes","One year","No","Electronic check"
"No",50.4,"Male","Gen Z","No",3,"Yes","DSL_16MB/S","Yes","Month-to-month","No","Bank transfer (automatic)"
"No",89.7,"Male","Gen Z","Yes",35,"Yes","Fiber optic","No","One year","Yes","Electronic check"
"No",109.8,"Female","Gen Z","Yes",56,"Yes","Fiber optic","Yes","One year","No","Bank transfer (automatic)"
"No",89.55,"Male","Gen Z","No",60,"Yes","Fiber optic","Yes","Two year","Yes","Electronic check"
"No",20.35,"Female","Gen Z","Yes",54,"Yes","Base DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"No",94,"Female","Millenial","Yes",53,"Yes","Fiber optic","No","One year","Yes","Electronic check"
"Yes",106,"Female","Millenial","No",60,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",110.2,"Female","Millenial","Yes",46,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",90.05,"Male","Millenial","Yes",49,"Yes","Fiber optic","Yes","Month-to-month","No","Credit card (automatic)"
"No",49,"Male","Gen Z","No",27,"Yes","DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"No",90.35,"Male","Gen Z","Yes",9,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"Yes",20.65,"Female","Gen Z","No",2,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",25.15,"Male","Gen Z","Yes",70,"Yes","Base DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",54.6,"Female","Gen Z","No",11,"Yes","DSL_16MB/S","No","One year","Yes","PrePaid"
"No",115.75,"Female","Millenial","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",20.15,"Female","Gen Z","Yes",40,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",103.9,"Male","Gen Z","Yes",61,"Yes","Fiber optic","No","One year","No","Credit card (automatic)"
"Yes",94.85,"Female","Gen Z","No",10,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",48.7,"Male","Gen Z","Yes",7,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"Yes",70.15,"Male","Millenial","No",38,"Yes","DSL_16MB/S","No","One year","Yes","Credit card (automatic)"
"Yes",20.05,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Bank transfer (automatic)"
"No",75.4,"Male","Gen Z","Yes",72,"Yes","DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"No",110.3,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",73.7,"Male","Gen Z","No",21,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",49.4,"Female","Gen Z","No",12,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",82.85,"Male","Gen Z","Yes",68,"Yes","DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",78.85,"Female","Millenial","No",14,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",20.85,"Male","Gen Z","Yes",52,"Yes","Base DSL_16MB/S","No","One year","Yes","Credit card (automatic)"
"No",19.1,"Male","Gen Z","No",69,"Yes","Base DSL_16MB/S","No","Two year","Yes","PrePaid"
"No",102.65,"Male","Millenial","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",20.45,"Female","Gen Z","Yes",13,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",85.7,"Male","Gen Z","Yes",53,"Yes","DSL_16MB/S","Yes","Month-to-month","No","Electronic check"
"No",84.75,"Female","Gen Z","No",22,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",89.35,"Female","Millenial","No",6,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",40.05,"Male","Gen Z","No",70,"No","DSL_16MB/S","No","Two year","Yes","PrePaid"
"Yes",85.45,"Male","Gen Z","No",53,"Yes","Fiber optic","Yes","Month-to-month","No","Bank transfer (automatic)"
"Yes",69.1,"Female","Gen Z","Yes",1,"Yes","Fiber optic","No","Month-to-month","Yes","PrePaid"
"Yes",80.5,"Male","Gen Z","Yes",11,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",107.6,"Male","Gen Z","Yes",62,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",93.25,"Male","Gen Z","Yes",52,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",76.45,"Female","Gen Z","Yes",59,"Yes","DSL_16MB/S","Yes","Two year","Yes","PrePaid"
"No",70.85,"Male","Gen Z","Yes",71,"Yes","DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",19.85,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",70.1,"Female","Gen Z","Yes",57,"Yes","DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"No",45,"Female","Gen Z","Yes",48,"No","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"Yes",101.25,"Male","Millenial","No",24,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",55.95,"Female","Gen Z","Yes",21,"No","DSL_16MB/S","No","One year","Yes","Electronic check"
"No",24.05,"Female","Gen Z","Yes",64,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","PrePaid"
"No",51.1,"Male","Gen Z","No",40,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",63.3,"Male","Gen Z","Yes",66,"Yes","DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"No",95.5,"Female","Gen Z","No",65,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",110.1,"Male","Gen Z","Yes",40,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",19.9,"Female","Gen Z","Yes",3,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",19.6,"Female","Gen Z","Yes",3,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",35.55,"Male","Gen Z","No",39,"No","DSL_16MB/S","No","One year","No","PrePaid"
"Yes",73.9,"Male","Gen Z","Yes",33,"Yes","DSL_16MB/S","No","One year","Yes","PrePaid"
"No",26.1,"Male","Gen Z","Yes",72,"Yes","Base DSL_16MB/S","Yes","Two year","No","PrePaid"
"Yes",89.8,"Male","Millenial","No",5,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",24.3,"Male","Gen Z","No",5,"No","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",85.15,"Male","Gen Z","Yes",14,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",101.85,"Male","Millenial","Yes",40,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"Yes",20.85,"Female","Millenial","Yes",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",19.9,"Male","Gen Z","Yes",4,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",104.95,"Male","Gen Z","No",72,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",20.1,"Female","Gen Z","No",54,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",24.75,"Female","Gen Z","Yes",54,"Yes","Base DSL_16MB/S","Yes","One year","Yes","Bank transfer (automatic)"
"Yes",61.15,"Female","Gen Z","Yes",22,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",20.15,"Female","Gen Z","No",18,"Yes","Base DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",79.75,"Female","Gen Z","Yes",9,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",59.2,"Female","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",84.25,"Male","Gen Z","Yes",23,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"No",103.1,"Female","Gen Z","No",66,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",101.35,"Female","Gen Z","No",32,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",48.15,"Male","Gen Z","Yes",42,"No","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",31.1,"Male","Gen Z","No",14,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",86.65,"Male","Gen Z","No",72,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",19.75,"Female","Gen Z","Yes",13,"Yes","Base DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"No",35.15,"Female","Gen Z","Yes",32,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",104.3,"Male","Gen Z","Yes",54,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",86.85,"Female","Gen Z","Yes",19,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",92.45,"Female","Millenial","Yes",72,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",35.65,"Female","Millenial","Yes",29,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",24.45,"Female","Gen Z","No",4,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",49.3,"Female","Gen Z","No",24,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",82.65,"Male","Gen Z","Yes",14,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",24.25,"Male","Gen Z","Yes",62,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"No",24.5,"Female","Gen Z","No",10,"Yes","Base DSL_16MB/S","Yes","Month-to-month","Yes","PrePaid"
"No",81.15,"Male","Gen Z","No",31,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",80.85,"Male","Gen Z","No",13,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",45.2,"Male","Gen Z","No",46,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",74.6,"Male","Gen Z","Yes",1,"Yes","Fiber optic","No","Month-to-month","No","Credit card (automatic)"
"No",99,"Female","Gen Z","Yes",71,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"Yes",90.55,"Female","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",86.45,"Female","Gen Z","Yes",43,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"Yes",70.75,"Female","Gen Z","No",2,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",25.55,"Male","Gen Z","No",71,"Yes","Base DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"Yes",89.45,"Female","Gen Z","No",3,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",36.25,"Male","Gen Z","Yes",32,"No","DSL_16MB/S","No","One year","Yes","PrePaid"
"No",100.5,"Male","Gen Z","No",27,"Yes","Fiber optic","Yes","One year","Yes","Bank transfer (automatic)"
"No",20.15,"Female","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",116.8,"Female","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",20.1,"Female","Gen Z","No",2,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",106.35,"Female","Gen Z","Yes",61,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",96.1,"Female","Millenial","Yes",62,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",69.7,"Male","Gen Z","Yes",53,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",65.65,"Male","Gen Z","Yes",54,"Yes","DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"Yes",84.1,"Male","Gen Z","Yes",52,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"Yes",90.6,"Male","Gen Z","Yes",67,"Yes","Fiber optic","No","One year","Yes","Credit card (automatic)"
"No",91,"Female","Millenial","Yes",20,"Yes","Fiber optic","No","One year","Yes","Bank transfer (automatic)"
"Yes",103.4,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Electronic check"
"No",89.9,"Male","Gen Z","No",30,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",114.9,"Female","Gen Z","No",72,"Yes","Fiber optic","Yes","Two year","Yes","Electronic check"
"No",115.8,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"Yes",19.7,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",74.85,"Male","Millenial","No",2,"Yes","Fiber optic","Yes","Month-to-month","Yes","PrePaid"
"No",100.55,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",19.5,"Male","Gen Z","Yes",4,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"Yes",73.5,"Male","Gen Z","No",11,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",48.8,"Female","Gen Z","No",30,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",84.35,"Female","Millenial","No",7,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",19.4,"Female","Gen Z","Yes",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",21,"Female","Gen Z","Yes",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",29.9,"Male","Millenial","Yes",4,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",44.3,"Male","Gen Z","Yes",59,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",84.6,"Female","Millenial","No",10,"Yes","Fiber optic","No","Month-to-month","Yes","Credit card (automatic)"
"Yes",77.75,"Female","Gen Z","Yes",55,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",66.5,"Female","Gen Z","No",42,"Yes","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",25.75,"Male","Gen Z","Yes",68,"Yes","Base DSL_16MB/S","Yes","Two year","No","PrePaid"
"Yes",45.85,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",99.65,"Female","Millenial","No",71,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",19.45,"Female","Gen Z","No",12,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",74.5,"Female","Gen Z","No",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",20.4,"Female","Gen Z","No",4,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Credit card (automatic)"
"No",54.8,"Female","Millenial","No",13,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",19.65,"Male","Gen Z","No",52,"Yes","Base DSL_16MB/S","No","One year","No","Credit card (automatic)"
"Yes",105.5,"Female","Millenial","Yes",58,"Yes","Fiber optic","No","One year","Yes","Credit card (automatic)"
"No",115.5,"Female","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",95.95,"Male","Gen Z","No",53,"Yes","Fiber optic","No","One year","No","Electronic check"
"No",111.25,"Female","Gen Z","No",71,"Yes","Fiber optic","Yes","Two year","Yes","Electronic check"
"Yes",95.05,"Female","Millenial","Yes",50,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",113.4,"Male","Gen Z","No",72,"Yes","Fiber optic","Yes","Two year","No","Bank transfer (automatic)"
"No",80.45,"Female","Gen Z","Yes",72,"Yes","DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"No",20.35,"Female","Gen Z","Yes",20,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"No",24.65,"Female","Gen Z","Yes",45,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"No",72.95,"Male","Gen Z","Yes",70,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",50.05,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Electronic check"
"No",92.45,"Male","Gen Z","Yes",69,"Yes","Fiber optic","Yes","Two year","Yes","PrePaid"
"Yes",95.45,"Male","Millenial","No",18,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",60.15,"Female","Gen Z","No",1,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Electronic check"
"Yes",20.1,"Female","Gen Z","No",11,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Credit card (automatic)"
"No",65.35,"Male","Gen Z","No",19,"Yes","DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"No",19.9,"Female","Gen Z","Yes",71,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",19.25,"Male","Gen Z","No",5,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",24.3,"Female","Gen Z","Yes",35,"Yes","Base DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",65.25,"Male","Gen Z","No",3,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","PrePaid"
"No",84.45,"Male","Millenial","Yes",72,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",20.3,"Female","Gen Z","No",13,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",94.4,"Female","Gen Z","Yes",17,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"Yes",71.1,"Female","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","No","PrePaid"
"Yes",44.65,"Male","Gen Z","No",2,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",98.25,"Female","Gen Z","Yes",56,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"Yes",50.85,"Female","Gen Z","Yes",4,"Yes","DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"No",107.05,"Male","Millenial","Yes",20,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"No",44.45,"Male","Gen Z","Yes",50,"No","DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"No",19.95,"Female","Gen Z","No",48,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"No",59.05,"Female","Gen Z","No",22,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","PrePaid"
"No",19.2,"Male","Gen Z","Yes",12,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",55.9,"Female","Gen Z","Yes",68,"Yes","DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",20.8,"Male","Gen Z","Yes",34,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",19.85,"Female","Gen Z","No",53,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",20,"Female","Gen Z","Yes",20,"Yes","Base DSL_16MB/S","No","One year","Yes","PrePaid"
"Yes",101.4,"Male","Millenial","No",35,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",94.6,"Female","Gen Z","Yes",52,"Yes","Fiber optic","Yes","Month-to-month","No","Bank transfer (automatic)"
"No",101.3,"Female","Gen Z","No",72,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",44.8,"Male","Gen Z","Yes",50,"Yes","DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"No",66.25,"Female","Gen Z","Yes",52,"No","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
